Date/Time,TTT [°C] (at 2m height),THETA [K] (at 2m height),Surf temp [°C] (modelled),Surf temp [°C] (calculated from LWU),Humidity spec [g/kg] (at 2m height),Humidity spec [g/kg] (at surface),RH [%] (at 2m height),ff [m/s] (at 10m height),PPPP [hPa] (at surface),Cloud cov [%],Albedo [%] (24-hour running mean observed...),SZA [deg],Melt energy [W/m**2],Net SW [W/m**2],SWD [W/m**2],SWU [W/m**2],Net LW [W/m**2],LWD [W/m**2],LWU [W/m**2] (modelled),LWU [W/m**2] (observed),NET [W/m**2],Qh [W/m**2],Qe [W/m**2],Ground heat flux [W/m**2],"Melt rate [mm w.e.] (surface melt, within dt)","Melt rate [mm w.e.] (cumulative surface melt, with...)",Runoff [mm] (within dt),Sublimation [mm w.e.] (within dt)
2007-01-18,-5.077121428571428,275.20300000000003,-6.1513857142857145,-7.739457142857144,2.456908571428571,2.5615878571428574,90.22967642857144,5.587613571428571,912.1928571428572,0.08582214285714286,0.7713107142857144,1.1117407142857143,0.0,124.01309785714285,534.0995335714285,410.08643571428576,-87.7239957142857,200.66749285714283,288.3914885714286,281.5628214285714,36.289104285714295,7.012074285714285,-6.252992142857143,-31.437709285714284,0.0,0.0,0.0,-0.011759999999999998
2007-01-19,-5.256800000000001,275.1883041666667,-7.396470833333335,-10.760362500000001,2.4042095833333335,2.298867083333333,89.480925,6.6842958333333335,910.2249999999999,0.40741,0.8326566666666669,1.2240820833333335,0.0,54.07121708333332,326.58654624999997,272.51532916666673,-52.33134999999999,230.69803750000005,283.0293874999999,268.9502291666666,1.7398662500000006,13.242204166666665,-3.4511920833333334,-11.352039583333331,0.0,0.0,0.0,-0.0038945833333333332
2007-01-20,-5.3553749999999996,274.58732083333337,-6.059179166666667,-7.891841666666667,2.341563333333333,2.491672083333334,88.45325791666666,13.786988333333332,916.0374999999998,0.9201795833333332,0.9325725,1.2274779166666667,0.0,12.9239175,214.81203833333333,201.88812083333332,-9.681896666666669,278.8685541666666,288.5504508333333,280.722375,3.242019583333334,15.885216249999997,-11.375326250000002,-7.750259166666669,0.0,0.0,0.0,-0.014382083333333335
2007-01-21,-5.559691666666667,274.46385,-7.0935,-7.825095833333332,2.2831508333333335,2.30498875,87.6804675,4.09180625,915.0333333333332,0.5553095833333335,0.8874545833333332,1.23097625,0.0,33.32208333333333,287.8492,254.52711666666673,-41.08537833333333,243.1010895833334,284.18646791666663,281.13016250000004,-7.76329375,11.565392083333334,-0.8288075000000004,-3.052535,0.0,0.0,0.0,-0.0013895833333333336
2007-01-22,-5.655987499999999,275.0312916666667,-6.044866666666667,-9.061366666666666,2.2653616666666667,2.575625833333333,86.97430125,2.7258283333333337,907.2958333333332,0.3087291666666668,0.7893416666666666,1.2345737499999998,0.0,81.75423708333334,376.1375829166666,294.3833458333333,-69.87170749999999,218.89908333333335,288.77079083333336,275.9808458333333,11.882529166666666,0.7597574999999998,-6.344761666666668,-6.284144583333334,0.0,0.0,0.0,-0.007999166666666667
2007-01-23,-5.947716666666667,274.7218458333333,-8.745579166666667,-10.974141666666666,2.181834166666667,2.0322354166666665,85.92331,3.0704483333333337,907.4041666666666,0.1855629166666666,0.8353533333333333,1.2382716666666667,0.0,58.56188833333332,357.11700500000006,298.5551166666666,-72.36028083333333,204.90304583333338,277.2633266666666,268.1805625,-13.798393333333335,13.523759166666666,1.158272916666667,-0.9261091666666665,0.0,0.0,0.0,0.001170416666666666
2007-01-24,-6.037949999999999,274.73772083333336,-7.266329166666666,-8.407166666666667,2.143339999999999,2.285176666666667,84.95561333333335,6.5426358333333345,906.1541666666667,0.76928125,0.9060395833333333,1.2420691666666668,0.0,19.188190416666668,235.88926958333334,216.7010791666667,-20.20231875,263.22131875,283.4236375,278.778775,-1.0141295833333304,13.135409166666667,-6.392117916666666,-5.683585000000001,0.0,0.0,0.0,-0.007870833333333332
2007-01-25,-6.197745833333335,274.9240458333333,-7.361629166666667,-7.094920833333334,2.101531666666667,2.2919520833333333,84.08308291666668,7.176460416666667,902.1083333333332,0.4292416666666667,0.832677083333333,1.24596375,0.0,59.22769624999999,341.1417087500001,281.91401249999996,-53.45179083333332,229.6165666666667,283.0683575,284.2864,5.775904166666667,9.911735416666664,-10.53967,-5.080179166666668,0.0,0.0,0.0,-0.012767083333333332
2007-01-26,-6.314604166666666,274.8339833333333,-6.436149999999999,-5.869554166666666,2.0603345833333337,2.4516574999999996,83.24200333333333,5.688880833333332,901.7604166666664,0.9995599999999999,0.9159487499999998,1.2499529166666665,0.0,15.153924583333334,208.35929124999998,193.20536666666666,-0.4621475000000001,286.4681958333333,286.93034333333327,289.37655000000007,14.691777083333333,2.0329075,-12.56804458333333,-4.176757916666666,0.0,0.0,0.0,-0.016210416666666668
2007-01-27,-6.492095833333333,274.68978749999997,-6.897658333333332,-6.3354875,2.0070729166666665,2.3551220833333337,82.30970916666666,6.7080512500000005,901.3166666666666,0.9906233333333333,0.9393729166666667,1.2540395833333335,0.0,10.98064,186.91989416666672,175.93925416666664,-0.9147583333333332,284.0315166666667,284.94627500000007,287.36545416666667,10.065878750000001,5.848285416666665,-12.791938750000002,-3.1229995833333333,0.0,0.0,0.0,-0.01591541666666667
2007-01-28,-6.666145833333334,274.3216583333333,-7.364474999999999,-7.520920833333335,1.9479425,2.254527916666666,81.2990975,13.622675416666667,903.4916666666667,0.9695062500000001,0.9485979166666664,1.2582195833333334,0.0,9.976335,197.97020166666664,187.99386666666666,-3.196180416666667,279.7538166666667,282.94999708333336,282.28561250000007,6.780155416666665,16.763210416666666,-21.073039583333337,-2.4947120833333334,0.0,0.0,0.0,-0.026945
2007-01-29,-6.860258333333333,273.98220000000003,-8.146195833333335,-8.429891304347825,1.8927916666666667,2.1171308333333334,80.48642208333335,6.653438333333334,905.1041666666666,0.5625574999999999,0.8831795833333335,1.2624920833333333,0.0,35.068991249999996,284.64864958333334,249.57965833333336,-39.80766666666667,239.8818979166667,279.6895645833333,278.548404347826,-4.738675833333332,13.745826666666666,-9.453985833333334,0.23740000000000028,0.0,0.0,0.0,-0.012372499999999996
2007-01-30,-7.053937499999997,274.10490416666664,-9.015095833333334,-11.428199999999999,1.8494358333333334,1.9857449999999996,79.65370999999999,3.9446941666666677,901.3874999999997,0.26037499999999997,0.8359666666666667,1.266855,0.0,56.77721083333333,342.3722691666666,285.5950583333334,-66.04465666666668,210.05009166666665,276.0947483333334,266.5286875,-9.26744625,13.683722083333336,-3.566697083333333,-0.8523645833333339,0.0,0.0,0.0,-0.004680833333333335
2007-01-31,-7.2878041666666675,273.58409166666667,-10.744008333333335,-13.390941666666668,1.7855595833333335,1.7357975,78.77162875000002,3.6095395833333335,904.620833333333,0.08258083333333334,0.8283637500000002,1.2713112499999994,0.0,57.74776583333335,335.9692116666666,278.22144583333335,-76.89311666666667,192.20281249999996,269.0959291666666,258.7505833333334,-19.14535041666667,18.08687541666667,-1.0446308333333334,1.8465208333333336,0.0,0.0,0.0,-0.0011237499999999997
2007-02-01,-7.484633333333335,273.2837333333333,-11.717779166666668,-14.618900000000002,1.7335491666666665,1.6264137500000004,77.90754708333333,4.264712916666666,905.7541666666666,0.04884791666666666,0.8235625,1.2758537499999998,0.0,59.05255958333333,334.95835125,275.90579166666663,-77.11880416666668,188.17549583333331,265.2943,254.01530833333334,-18.066245000000002,20.985259166666665,-2.110595416666666,-0.6792349999999994,0.0,0.0,0.0,-0.0028125000000000003
